center,target,opposite,center_label,target_label,opposite_label,target_dist,opposite_dist,self_emo_shift,self_time_dur,closest_time_dur
Ses04_neutral_13_A_057,Ses04_neutral_13_A_055,Ses04_neutral_13_B_056,Neutral,Happiness,Neutral,2,1,1,0,0
Ses04_neutral_13_A_066,Ses04_neutral_13_A_064,Ses04_neutral_13_B_065,Happiness,Neutral,Neutral,2,1,1,0,0
Ses04_neutral_13_A_071,Ses04_neutral_13_A_066,Ses04_neutral_13_B_069,Neutral,Happiness,Neutral,3,1,1,0,0
Ses04_neutral_13_B_093,Ses04_neutral_13_B_090,Ses04_neutral_13_A_092,Happiness,Neutral,Neutral,3,1,1,0,0
Ses04_neutral_14_A_004,Ses04_neutral_14_A_002,Ses04_neutral_14_B_003,Neutral,Happiness,Neutral,2,1,1,0,0
Ses04_neutral_14_B_026,Ses04_neutral_14_B_025,Ses04_neutral_14_A_024,Neutral,Relaxation,Other,1,2,1,0,0
Ses04_neutral_14_A_027,Ses04_neutral_14_A_024,Ses04_neutral_14_B_026,Neutral,Other,Neutral,3,1,1,0,0
Ses04_neutral_14_B_030,Ses04_neutral_14_B_028,Ses04_neutral_14_A_029,Anger,Neutral,Neutral,2,1,1,0,0
Ses04_neutral_14_B_036,Ses04_neutral_14_B_034,Ses04_neutral_14_A_035,Happiness,Anger,Neutral,2,1,1,0,0
Ses04_neutral_14_B_041,Ses04_neutral_14_B_038,Ses04_neutral_14_A_040,Happiness,Surprise,Neutral,3,1,1,0,0
Ses04_neutral_14_B_050,Ses04_neutral_14_B_048,Ses04_neutral_14_A_049,Neutral,Relaxation,Neutral,2,1,1,0,0
Ses04_neutral_14_B_051,Ses04_neutral_14_B_050,Ses04_neutral_14_A_049,Happiness,Neutral,Neutral,1,2,1,0,0
Ses04_neutral_14_B_053,Ses04_neutral_14_B_051,Ses04_neutral_14_A_052,Neutral,Happiness,Neutral,2,1,1,0,0
Ses04_neutral_14_B_063,Ses04_neutral_14_B_061,Ses04_neutral_14_A_062,Neutral,Relaxation,Neutral,2,1,1,0,0
Ses04_neutral_14_B_067,Ses04_neutral_14_B_065,Ses04_neutral_14_A_066,Happiness,Neutral,Neutral,2,1,1,0,0
Ses04_neutral_14_B_069,Ses04_neutral_14_B_067,Ses04_neutral_14_A_068,Neutral,Happiness,Surprise,2,1,1,0,0
Ses04_neutral_14_A_070,Ses04_neutral_14_A_068,Ses04_neutral_14_B_069,Neutral,Surprise,Neutral,2,1,1,0,0
Ses04_neutral_14_B_078,Ses04_neutral_14_B_077,Ses04_neutral_14_A_076,Sadness,Neutral,Neutral,1,2,1,0,0
Ses04_neutral_14_B_079,Ses04_neutral_14_B_078,Ses04_neutral_14_A_076,Anger,Sadness,Neutral,1,3,1,0,0
Ses04_neutral_15_A_012,Ses04_neutral_15_A_009,Ses04_neutral_15_B_011,Neutral,Frustration,Neutral,3,1,1,0,0
Ses04_neutral_15_A_016,Ses04_neutral_15_A_014,Ses04_neutral_15_B_015,Anger,Neutral,Neutral,2,1,1,0,0
Ses04_neutral_15_B_018,Ses04_neutral_15_B_017,Ses04_neutral_15_A_016,Anger,Neutral,Anger,1,2,1,0,0
Ses04_neutral_15_A_019,Ses04_neutral_15_A_016,Ses04_neutral_15_B_018,Neutral,Anger,Anger,3,1,1,0,0
Ses04_neutral_15_B_020,Ses04_neutral_15_B_018,Ses04_neutral_15_A_019,Neutral,Anger,Neutral,2,1,1,0,0
Ses04_neutral_15_B_024,Ses04_neutral_15_B_022,Ses04_neutral_15_A_019,Anger,Neutral,Neutral,1,4,1,0,0
Ses04_neutral_15_A_026,Ses04_neutral_15_A_025,Ses04_neutral_15_B_024,Anger,Neutral,Anger,1,2,1,0,0
Ses04_neutral_15_B_028,Ses04_neutral_15_B_027,Ses04_neutral_15_A_026,Neutral,Anger,Anger,1,2,1,0,0
Ses04_neutral_15_B_030,Ses04_neutral_15_B_028,Ses04_neutral_15_A_026,Anger,Neutral,Anger,1,3,1,0,0
Ses04_neutral_15_A_031,Ses04_neutral_15_A_026,Ses04_neutral_15_B_030,Neutral,Anger,Anger,4,1,1,0,0
Ses04_neutral_15_B_033,Ses04_neutral_15_B_030,Ses04_neutral_15_A_031,Neutral,Anger,Neutral,2,1,1,0,0
Ses04_neutral_15_B_037,Ses04_neutral_15_B_035,Ses04_neutral_15_A_036,Anger,Neutral,Neutral,2,1,1,0,0
Ses04_neutral_15_B_038,Ses04_neutral_15_B_037,Ses04_neutral_15_A_036,Neutral,Anger,Neutral,1,2,1,0,0
Ses04_neutral_16_B_019,Ses04_neutral_16_B_017,Ses04_neutral_16_A_018,Neutral,Surprise,Neutral,2,1,1,0,0
Ses04_neutral_16_A_025,Ses04_neutral_16_A_023,Ses04_neutral_16_B_024,Neutral,Disappointment,Neutral,2,1,1,0,0
Ses04_neutral_16_B_029,Ses04_neutral_16_B_026,Ses04_neutral_16_A_028,Neutral,Disappointment,Neutral,3,1,1,0,0
Ses04_neutral_16_A_033,Ses04_neutral_16_A_031,Ses04_neutral_16_B_032,Neutral,Other,Neutral,2,1,1,0,0
Ses05_neutral_17_B_006,Ses05_neutral_17_B_003,Ses05_neutral_17_A_005,Happiness,Relaxation,Relaxation,3,1,1,0,0
Ses05_neutral_17_A_007,Ses05_neutral_17_A_005,Ses05_neutral_17_B_006,Neutral,Relaxation,Happiness,2,1,1,0,0
Ses05_neutral_17_B_008,Ses05_neutral_17_B_006,Ses05_neutral_17_A_007,Neutral,Happiness,Neutral,2,1,1,0,0
Ses05_neutral_17_A_009,Ses05_neutral_17_A_007,Ses05_neutral_17_B_008,Happiness,Neutral,Neutral,2,1,1,0,0
Ses05_neutral_17_B_010,Ses05_neutral_17_B_008,Ses05_neutral_17_A_009,Happiness,Neutral,Happiness,2,1,1,0,0
Ses05_neutral_17_A_011,Ses05_neutral_17_A_009,Ses05_neutral_17_B_010,Neutral,Happiness,Happiness,2,1,1,0,0
Ses05_neutral_17_A_017,Ses05_neutral_17_A_015,Ses05_neutral_17_B_016,Happiness,Relaxation,Relaxation,2,1,1,0,0
Ses05_neutral_17_B_018,Ses05_neutral_17_B_016,Ses05_neutral_17_A_017,Happiness,Relaxation,Happiness,2,1,1,0,0
Ses05_neutral_17_A_022,Ses05_neutral_17_A_019,Ses05_neutral_17_B_020,Neutral,Happiness,Happiness,2,1,1,0,0
Ses05_neutral_17_B_026,Ses05_neutral_17_B_024,Ses05_neutral_17_A_025,Neutral,Relaxation,Neutral,2,1,1,0,0
Ses05_neutral_17_B_033,Ses05_neutral_17_B_030,Ses05_neutral_17_A_032,Neutral,Relaxation,Relaxation,3,1,1,0,0
Ses05_neutral_17_A_034,Ses05_neutral_17_A_032,Ses05_neutral_17_B_033,Neutral,Relaxation,Neutral,2,1,1,0,0
Ses05_neutral_17_B_035,Ses05_neutral_17_B_033,Ses05_neutral_17_A_034,Happiness,Neutral,Neutral,2,1,1,0,0
Ses05_neutral_17_B_037,Ses05_neutral_17_B_035,Ses05_neutral_17_A_036,Neutral,Happiness,Neutral,2,1,1,0,0
Ses05_neutral_17_B_040,Ses05_neutral_17_B_037,Ses05_neutral_17_A_039,Happiness,Neutral,Relaxation,2,1,1,0,0
Ses05_neutral_17_A_041,Ses05_neutral_17_A_039,Ses05_neutral_17_B_040,Neutral,Relaxation,Happiness,2,1,1,0,0
Ses05_neutral_18_A_004,Ses05_neutral_18_A_002,Ses05_neutral_18_B_003,Neutral,Relaxation,Neutral,2,1,1,0,0
Ses05_neutral_18_A_016,Ses05_neutral_18_A_014,Ses05_neutral_18_B_015,Neutral,Relaxation,Neutral,2,1,1,0,0
Ses05_neutral_18_A_024,Ses05_neutral_18_A_022,Ses05_neutral_18_B_023,Neutral,Surprise,Neutral,2,1,1,0,0
Ses05_neutral_18_A_029,Ses05_neutral_18_A_027,Ses05_neutral_18_B_026,Anger,Neutral,Neutral,1,2,1,0,0
Ses05_neutral_18_A_032,Ses05_neutral_18_A_029,Ses05_neutral_18_B_031,Neutral,Anger,Neutral,2,1,1,0,0
Ses05_neutral_18_A_033,Ses05_neutral_18_A_032,Ses05_neutral_18_B_031,Happiness,Neutral,Neutral,1,2,1,0,0
Ses05_neutral_18_B_035,Ses05_neutral_18_B_031,Ses05_neutral_18_A_034,Happiness,Neutral,Happiness,4,1,1,0,0
Ses05_neutral_18_B_039,Ses05_neutral_18_B_035,Ses05_neutral_18_A_038,Neutral,Happiness,Relaxation,4,1,1,0,0
Ses05_neutral_18_A_040,Ses05_neutral_18_A_038,Ses05_neutral_18_B_039,Neutral,Relaxation,Neutral,2,1,1,0,0
Ses05_neutral_18_A_044,Ses05_neutral_18_A_042,Ses05_neutral_18_B_043,Happiness,Neutral,Neutral,2,1,1,0,0
Ses05_neutral_18_A_048,Ses05_neutral_18_A_046,Ses05_neutral_18_B_047,Neutral,Happiness,Neutral,2,1,1,0,0
Ses05_neutral_18_B_049,Ses05_neutral_18_B_047,Ses05_neutral_18_A_048,Happiness,Neutral,Neutral,2,1,1,0,0
Ses05_neutral_18_A_052,Ses05_neutral_18_A_051,Ses05_neutral_18_B_050,Happiness,Relaxation,Happiness,1,2,1,0,0
Ses05_neutral_18_B_054,Ses05_neutral_18_B_050,Ses05_neutral_18_A_053,Neutral,Happiness,Relaxation,4,1,1,0,0
Ses05_neutral_18_A_055,Ses05_neutral_18_A_053,Ses05_neutral_18_B_054,Neutral,Relaxation,Neutral,2,1,1,0,0
Ses05_neutral_18_B_058,Ses05_neutral_18_B_056,Ses05_neutral_18_A_057,Happiness,Neutral,Neutral,2,1,1,0,0
Ses05_neutral_20_B_010,Ses05_neutral_20_B_007,Ses05_neutral_20_A_009,Neutral,Surprise,Neutral,3,1,1,0,0
Ses05_neutral_20_A_018,Ses05_neutral_20_A_016,Ses05_neutral_20_B_017,Neutral,Surprise,Neutral,2,1,1,0,0
Ses05_neutral_20_B_026,Ses05_neutral_20_B_024,Ses05_neutral_20_A_023,Neutral,Surprise,Neutral,1,2,1,0,0
Ses05_neutral_20_A_029,Ses05_neutral_20_A_027,Ses05_neutral_20_B_028,Happiness,Neutral,Neutral,2,1,1,0,0
Ses05_neutral_20_A_034,Ses05_neutral_20_A_031,Ses05_neutral_20_B_033,Neutral,Surprise,Neutral,2,1,1,0,0
Ses05_neutral_20_B_070,Ses05_neutral_20_B_068,Ses05_neutral_20_A_069,Neutral,Surprise,Neutral,2,1,1,0,0
Ses05_neutral_21_B_033,Ses05_neutral_21_B_030,Ses05_neutral_21_A_032,Neutral,Surprise,Neutral,3,1,1,0,0
Ses05_neutral_21_B_036,Ses05_neutral_21_B_034,Ses05_neutral_21_A_035,Neutral,Surprise,Neutral,2,1,1,0,0
Ses05_neutral_21_A_039,Ses05_neutral_21_A_037,Ses05_neutral_21_B_038,Neutral,Surprise,Neutral,2,1,1,0,0
Ses05_neutral_21_A_041,Ses05_neutral_21_A_039,Ses05_neutral_21_B_040,Happiness,Neutral,Neutral,2,1,1,0,0
Ses01_sad_01_A_005,Ses01_sad_01_A_004,Ses01_sad_01_B_003,Anger,Sadness,Surprise,1,2,1,0,0
Ses01_sad_01_A_007,Ses01_sad_01_A_005,Ses01_sad_01_B_006,Sadness,Anger,Surprise,2,1,1,0,0
Ses01_sad_01_B_008,Ses01_sad_01_B_006,Ses01_sad_01_A_007,Anger,Surprise,Sadness,2,1,1,0,0
Ses01_sad_01_A_009,Ses01_sad_01_A_007,Ses01_sad_01_B_008,Anger,Sadness,Anger,2,1,1,0,0
Ses01_sad_01_B_010,Ses01_sad_01_B_008,Ses01_sad_01_A_009,Neutral,Anger,Anger,2,1,1,0,0
Ses01_sad_01_A_016,Ses01_sad_01_A_015,Ses01_sad_01_B_014,Sadness,Surprise,Fear,1,2,1,0,0
Ses01_sad_01_A_033,Ses01_sad_01_A_031,Ses01_sad_01_B_032,Anger,Sadness,Sadness,2,1,1,0,0
Ses01_sad_03_A_009,Ses01_sad_03_A_005,Ses01_sad_03_B_008,Neutral,Surprise,Sadness,3,1,1,0,0
Ses01_sad_03_A_013,Ses01_sad_03_A_010,Ses01_sad_03_B_011,Sadness,Neutral,Sadness,2,1,1,0,0
Ses01_sad_03_A_014,Ses01_sad_03_A_013,Ses01_sad_03_B_011,Neutral,Sadness,Sadness,1,2,1,0,0
Ses01_sad_03_A_018,Ses01_sad_03_A_016,Ses01_sad_03_B_017,Sadness,Neutral,Sadness,2,1,1,0,0
Ses01_sad_03_B_019,Ses01_sad_03_B_017,Ses01_sad_03_A_018,Anger,Sadness,Sadness,2,1,1,0,0
Ses01_sad_03_B_021,Ses01_sad_03_B_019,Ses01_sad_03_A_020,Neutral,Anger,Frustration,2,1,1,0,0
Ses01_sad_03_A_025,Ses01_sad_03_A_022,Ses01_sad_03_B_024,Sadness,Frustration,Neutral,3,1,1,0,0
Ses01_sad_03_B_027,Ses01_sad_03_B_024,Ses01_sad_03_A_026,Sadness,Neutral,Sadness,3,1,1,0,0
Ses01_sad_03_B_031,Ses01_sad_03_B_027,Ses01_sad_03_A_030,Anger,Sadness,Sadness,3,1,1,0,0
Ses01_sad_03_B_052,Ses01_sad_03_B_047,Ses01_sad_03_A_050,Neutral,Anger,Sadness,2,1,1,0,0
Ses01_sad_04_A_002,Ses01_sad_04_A_001,pad,Neutral,Surprise,pad,1,None,1,0,0
Ses01_sad_04_A_006,Ses01_sad_04_A_005,Ses01_sad_04_B_004,Sadness,Neutral,Sadness,1,2,1,0,0
Ses01_sad_04_A_010,Ses01_sad_04_A_009,Ses01_sad_04_B_004,Neutral,Sadness,Sadness,1,6,1,0,0
Ses01_sad_04_B_015,Ses01_sad_04_B_014,Ses01_sad_04_A_013,Happiness,Sadness,Neutral,1,2,1,0,0
Ses02_sad_05_A_003,Ses02_sad_05_A_001,Ses02_sad_05_B_002,Anger,Surprise,Surprise,2,1,1,0,0
Ses02_sad_05_B_004,Ses02_sad_05_B_002,Ses02_sad_05_A_003,Neutral,Surprise,Anger,2,1,1,0,0
Ses02_sad_05_A_006,Ses02_sad_05_A_005,Ses02_sad_05_B_004,Neutral,Anger,Neutral,1,2,1,0,0
Ses02_sad_05_A_010,Ses02_sad_05_A_006,Ses02_sad_05_B_009,Sadness,Neutral,Surprise,3,1,1,0,0
Ses02_sad_05_A_011,Ses02_sad_05_A_010,Ses02_sad_05_B_009,Neutral,Sadness,Surprise,1,2,1,0,0
Ses02_sad_05_B_012,Ses02_sad_05_B_009,Ses02_sad_05_A_011,Neutral,Surprise,Neutral,3,1,1,0,0
Ses02_sad_05_B_016,Ses02_sad_05_B_015,Ses02_sad_05_A_011,Sadness,Surprise,Neutral,1,5,1,0,0
Ses02_sad_05_A_019,Ses02_sad_05_A_017,Ses02_sad_05_B_018,Sadness,Surprise,Sadness,2,1,1,0,0
Ses02_sad_07_A_005,Ses02_sad_07_A_004,Ses02_sad_07_B_002,Happiness,Neutral,Neutral,1,3,1,0,0
Ses02_sad_07_A_007,Ses02_sad_07_A_006,Ses02_sad_07_B_002,Neutral,Happiness,Neutral,1,5,1,0,0
Ses02_sad_07_A_010,Ses02_sad_07_A_009,Ses02_sad_07_B_008,Neutral,Surprise,Neutral,1,2,1,0,0
Ses02_sad_07_B_018,Ses02_sad_07_B_014,Ses02_sad_07_A_017,Anger,Neutral,Frustration,4,1,1,0,0
Ses02_sad_07_A_023,Ses02_sad_07_A_022,Ses02_sad_07_B_020,Anger,Disappointment,Anger,1,3,1,0,0
Ses02_sad_07_A_026,Ses02_sad_07_A_025,Ses02_sad_07_B_024,Sadness,Frustration,Anger,1,2,1,0,0
Ses02_sad_07_B_030,Ses02_sad_07_B_024,Ses02_sad_07_A_029,Neutral,Anger,Sadness,6,1,1,0,0
Ses02_sad_07_B_035,Ses02_sad_07_B_032,Ses02_sad_07_A_034,Anger,Neutral,Frustration,3,1,1,0,0
Ses02_sad_07_A_037,Ses02_sad_07_A_036,Ses02_sad_07_B_035,Sadness,Frustration,Anger,1,2,1,0,0
Ses02_sad_07_A_041,Ses02_sad_07_A_039,Ses02_sad_07_B_040,Sadness,Frustration,Anger,2,1,1,0,0
Ses02_sad_07_A_043,Ses02_sad_07_A_042,Ses02_sad_07_B_040,Sadness,Frustration,Anger,1,3,1,0,0
Ses02_sad_07_B_045,Ses02_sad_07_B_040,Ses02_sad_07_A_044,Neutral,Anger,Frustration,5,1,1,0,0
Ses02_sad_07_A_048,Ses02_sad_07_A_046,Ses02_sad_07_B_047,Sadness,Fear,Neutral,2,1,1,0,0
Ses02_sad_08_A_004,Ses02_sad_08_A_001,Ses02_sad_08_B_002,Neutral,Surprise,Sadness,2,1,1,0,0
Ses02_sad_08_B_005,Ses02_sad_08_B_002,Ses02_sad_08_A_004,Neutral,Sadness,Neutral,2,1,1,0,0
Ses02_sad_08_B_013,Ses02_sad_08_B_012,Ses02_sad_08_A_008,Sadness,Frustration,Neutral,1,3,1,0,0
Ses02_sad_08_B_016,Ses02_sad_08_B_014,Ses02_sad_08_A_015,Sadness,Frustration,Neutral,2,1,1,0,0
Ses02_sad_08_B_019,Ses02_sad_08_B_018,Ses02_sad_08_A_015,Sadness,Frustration,Neutral,1,3,1,0,0
Ses02_sad_08_A_020,Ses02_sad_08_A_015,Ses02_sad_08_B_019,Happiness,Neutral,Sadness,4,1,1,0,0
Ses02_sad_08_B_028,Ses02_sad_08_B_027,Ses02_sad_08_A_020,Sadness,Disappointment,Happiness,1,6,1,0,0
Ses03_sad_09_B_004,Ses03_sad_09_B_003,Ses03_sad_09_A_001,Sadness,Frustration,Neutral,1,3,1,0,0
Ses03_sad_09_A_025,Ses03_sad_09_A_023,Ses03_sad_09_B_024,Sadness,Neutral,Sadness,2,1,1,0,0
Ses03_sad_09_A_039,Ses03_sad_09_A_038,Ses03_sad_09_B_037,Neutral,Sadness,Sadness,1,2,1,0,0
Ses03_sad_09_A_040,Ses03_sad_09_A_039,Ses03_sad_09_B_037,Sadness,Neutral,Sadness,1,3,1,0,0
Ses03_sad_10_A_006,Ses03_sad_10_A_004,Ses03_sad_10_B_005,Neutral,Frustration,Neutral,2,1,1,0,0
Ses03_sad_10_B_009,Ses03_sad_10_B_007,Ses03_sad_10_A_008,Neutral,Fear,Frustration,2,1,1,0,0
Ses03_sad_10_B_010,Ses03_sad_10_B_009,Ses03_sad_10_A_008,Sadness,Neutral,Frustration,1,2,1,0,0
Ses03_sad_10_B_011,Ses03_sad_10_B_010,Ses03_sad_10_A_008,Anger,Sadness,Frustration,1,3,1,0,0
Ses03_sad_10_A_012,Ses03_sad_10_A_008,Ses03_sad_10_B_011,Neutral,Frustration,Anger,4,1,1,0,0
Ses03_sad_10_B_015,Ses03_sad_10_B_013,Ses03_sad_10_A_014,Sadness,Anger,Frustration,2,1,1,0,0
Ses03_sad_10_A_017,Ses03_sad_10_A_014,Ses03_sad_10_B_016,Neutral,Frustration,Sadness,3,1,1,0,0
Ses03_sad_10_B_018,Ses03_sad_10_B_016,Ses03_sad_10_A_017,Neutral,Sadness,Neutral,2,1,1,0,0
Ses03_sad_10_B_023,Ses03_sad_10_B_020,Ses03_sad_10_A_022,Neutral,Surprise,Neutral,3,1,1,0,0
Ses03_sad_10_A_024,Ses03_sad_10_A_022,Ses03_sad_10_B_023,Sadness,Neutral,Neutral,2,1,1,0,0
Ses03_sad_10_A_027,Ses03_sad_10_A_026,Ses03_sad_10_B_023,Sadness,Frustration,Neutral,1,4,1,0,0
Ses03_sad_10_A_028,Ses03_sad_10_A_027,Ses03_sad_10_B_023,Neutral,Sadness,Neutral,1,5,1,0,0
Ses03_sad_10_B_030,Ses03_sad_10_B_023,Ses03_sad_10_A_028,Sadness,Neutral,Neutral,6,1,1,0,0
Ses03_sad_10_A_036,Ses03_sad_10_A_033,Ses03_sad_10_B_034,Sadness,Frustration,Sadness,2,1,1,0,0
Ses03_sad_12_A_013,Ses03_sad_12_A_011,Ses03_sad_12_B_012,Neutral,Frustration,Neutral,2,1,1,0,0
Ses03_sad_12_A_022,Ses03_sad_12_A_020,Ses03_sad_12_B_021,Neutral,Frustration,Neutral,2,1,1,0,0
Ses04_sad_13_A_010,Ses04_sad_13_A_009,Ses04_sad_13_B_008,Neutral,Happiness,Happiness,1,2,1,0,0
Ses04_sad_13_A_014,Ses04_sad_13_A_010,Ses04_sad_13_B_013,Happiness,Neutral,Happiness,4,1,1,0,0
Ses04_sad_13_B_016,Ses04_sad_13_B_015,Ses04_sad_13_A_014,Neutral,Happiness,Happiness,1,2,1,0,0
Ses04_sad_13_B_022,Ses04_sad_13_B_018,Ses04_sad_13_A_021,Happiness,Neutral,Happiness,3,1,1,0,0
Ses04_sad_13_A_026,Ses04_sad_13_A_024,Ses04_sad_13_B_025,Neutral,Happiness,Happiness,2,1,1,0,0
Ses04_sad_13_B_027,Ses04_sad_13_B_025,Ses04_sad_13_A_026,Neutral,Happiness,Neutral,2,1,1,0,0
Ses04_sad_13_A_028,Ses04_sad_13_A_026,Ses04_sad_13_B_027,Happiness,Neutral,Neutral,2,1,1,0,0
Ses04_sad_13_B_029,Ses04_sad_13_B_027,Ses04_sad_13_A_028,Happiness,Neutral,Happiness,2,1,1,0,0
Ses04_sad_13_A_032,Ses04_sad_13_A_028,Ses04_sad_13_B_031,Neutral,Happiness,Happiness,3,1,1,0,0
Ses04_sad_13_B_036,Ses04_sad_13_B_034,Ses04_sad_13_A_035,Neutral,Happiness,Neutral,2,1,1,0,0
Ses04_sad_13_A_038,Ses04_sad_13_A_035,Ses04_sad_13_B_037,Happiness,Neutral,Frustration,3,1,1,0,0
Ses04_sad_13_A_039,Ses04_sad_13_A_038,Ses04_sad_13_B_037,Neutral,Happiness,Frustration,1,2,1,0,0
Ses04_sad_13_B_041,Ses04_sad_13_B_037,Ses04_sad_13_A_039,Happiness,Frustration,Neutral,3,1,1,0,0
Ses04_sad_13_B_054,Ses04_sad_13_B_052,Ses04_sad_13_A_053,Neutral,Fear,Neutral,2,1,1,0,0
Ses04_sad_13_A_057,Ses04_sad_13_A_055,Ses04_sad_13_B_056,Neutral,Surprise,Neutral,2,1,1,0,0
Ses04_sad_13_A_059,Ses04_sad_13_A_057,Ses04_sad_13_B_058,Happiness,Neutral,Neutral,2,1,1,0,0
Ses04_sad_13_A_062,Ses04_sad_13_A_060,Ses04_sad_13_B_061,Neutral,Surprise,Surprise,2,1,1,0,0
Ses04_sad_13_B_070,Ses04_sad_13_B_068,Ses04_sad_13_A_069,Neutral,Disappointment,Neutral,2,1,1,0,0
Ses04_sad_13_A_075,Ses04_sad_13_A_071,Ses04_sad_13_B_074,Neutral,Disappointment,Disappointment,4,1,1,0,0
Ses04_sad_13_A_079,Ses04_sad_13_A_076,Ses04_sad_13_B_078,Neutral,Disappointment,Disappointment,3,1,1,0,0
Ses04_sad_13_B_086,Ses04_sad_13_B_085,Ses04_sad_13_A_084,Sadness,Disappointment,Disappointment,1,2,1,0,0
Ses04_sad_13_B_087,Ses04_sad_13_B_086,Ses04_sad_13_A_084,Neutral,Sadness,Disappointment,1,3,1,0,0
Ses04_sad_13_A_088,Ses04_sad_13_A_084,Ses04_sad_13_B_087,Neutral,Disappointment,Neutral,4,1,1,0,0
Ses04_sad_13_B_091,Ses04_sad_13_B_089,Ses04_sad_13_A_090,Sadness,Neutral,Neutral,2,1,1,0,0
Ses04_sad_13_A_094,Ses04_sad_13_A_090,Ses04_sad_13_B_093,Sadness,Neutral,Sadness,4,1,1,0,0
Ses04_sad_13_A_097,Ses04_sad_13_A_094,Ses04_sad_13_B_096,Neutral,Sadness,Sadness,3,1,1,0,0
Ses04_sad_13_A_099,Ses04_sad_13_A_097,Ses04_sad_13_B_098,Sadness,Neutral,Sadness,2,1,1,0,0
Ses04_sad_13_B_103,Ses04_sad_13_B_102,Ses04_sad_13_A_099,Sadness,Frustration,Sadness,1,4,1,0,0
Ses04_sad_13_A_118,Ses04_sad_13_A_115,Ses04_sad_13_B_117,Neutral,Sadness,Sadness,3,1,1,0,0
Ses04_sad_13_A_119,Ses04_sad_13_A_118,Ses04_sad_13_B_117,Sadness,Neutral,Sadness,1,2,1,0,0
Ses04_sad_14_A_010,Ses04_sad_14_A_005,Ses04_sad_14_B_009,Neutral,Surprise,Sadness,5,1,1,0,0
Ses04_sad_15_B_006,Ses04_sad_15_B_004,Ses04_sad_15_A_005,Sadness,Neutral,Neutral,2,1,1,0,0
Ses04_sad_15_A_020,Ses04_sad_15_A_012,Ses04_sad_15_B_018,Sadness,Surprise,Sadness,6,1,1,0,0
Ses04_sad_15_A_042,Ses04_sad_15_A_039,Ses04_sad_15_B_041,Sadness,Frustration,Sadness,3,1,1,0,0
Ses05_sad_17_A_013,Ses05_sad_17_A_011,Ses05_sad_17_B_012,Sadness,Neutral,Surprise,2,1,1,0,0
Ses05_sad_17_A_021,Ses05_sad_17_A_019,Ses05_sad_17_B_020,Sadness,Frustration,Disappointment,2,1,1,0,0
Ses05_sad_17_B_024,Ses05_sad_17_B_022,Ses05_sad_17_A_023,Neutral,Disappointment,Frustration,2,1,1,0,0
Ses05_sad_17_A_025,Ses05_sad_17_A_023,Ses05_sad_17_B_024,Neutral,Frustration,Neutral,2,1,1,0,0
Ses05_sad_17_B_026,Ses05_sad_17_B_024,Ses05_sad_17_A_025,Anger,Neutral,Neutral,2,1,1,0,0
Ses05_sad_17_A_028,Ses05_sad_17_A_025,Ses05_sad_17_B_027,Sadness,Neutral,Disappointment,3,1,1,0,0
Ses05_sad_17_B_030,Ses05_sad_17_B_027,Ses05_sad_17_A_029,Neutral,Disappointment,Frustration,3,1,1,0,0
Ses05_sad_17_A_033,Ses05_sad_17_A_029,Ses05_sad_17_B_032,Neutral,Frustration,Neutral,3,1,1,0,0
Ses05_sad_17_B_043,Ses05_sad_17_B_040,Ses05_sad_17_A_042,Anger,Neutral,Fear,3,1,1,0,0
Ses05_sad_17_B_045,Ses05_sad_17_B_043,Ses05_sad_17_A_044,Neutral,Anger,Fear,2,1,1,0,0
Ses05_sad_17_A_059,Ses05_sad_17_A_057,Ses05_sad_17_B_058,Sadness,Fear,Neutral,2,1,1,0,0
Ses05_sad_17_A_073,Ses05_sad_17_A_072,Ses05_sad_17_B_071,Sadness,Fear,Neutral,1,2,1,0,0
Ses05_sad_17_B_074,Ses05_sad_17_B_071,Ses05_sad_17_A_073,Happiness,Neutral,Sadness,3,1,1,0,0
Ses05_sad_17_B_078,Ses05_sad_17_B_074,Ses05_sad_17_A_077,Neutral,Happiness,Frustration,4,1,1,0,0
Ses05_sad_17_A_079,Ses05_sad_17_A_077,Ses05_sad_17_B_078,Sadness,Frustration,Neutral,2,1,1,0,0
Ses05_sad_18_B_004,Ses05_sad_18_B_002,Ses05_sad_18_A_003,Neutral,Happiness,Neutral,2,1,1,0,0
Ses05_sad_18_B_011,Ses05_sad_18_B_010,Ses05_sad_18_A_008,Happiness,Neutral,Neutral,1,3,1,0,0
Ses05_sad_18_B_014,Ses05_sad_18_B_012,Ses05_sad_18_A_013,Neutral,Happiness,Surprise,2,1,1,0,0
Ses05_sad_18_B_020,Ses05_sad_18_B_019,Ses05_sad_18_A_017,Neutral,Frustration,Disappointment,1,3,1,0,0
Ses05_sad_18_A_022,Ses05_sad_18_A_017,Ses05_sad_18_B_021,Neutral,Disappointment,Neutral,5,1,1,0,0
Ses05_sad_18_B_024,Ses05_sad_18_B_023,Ses05_sad_18_A_022,Neutral,Frustration,Neutral,1,2,1,0,0
Ses05_sad_18_B_026,Ses05_sad_18_B_024,Ses05_sad_18_A_025,Sadness,Neutral,Surprise,2,1,1,0,0
Ses05_sad_18_A_028,Ses05_sad_18_A_025,Ses05_sad_18_B_027,Neutral,Surprise,Sadness,3,1,1,0,0
Ses05_sad_18_A_049,Ses05_sad_18_A_047,Ses05_sad_18_B_048,Sadness,Neutral,Sadness,2,1,1,0,0
